BillID,KnessetNum,Name,PublicationDate,MagazineNumber,PageNumber,budget_publication,num_pages,num_pages_comment
153967,12,"חוק לתיקון פקודת הכלבת (מס' 4), התשנ""ב-1992",1992-03-26 00:00:00,1393,170,,4,
174433,12,"חוק הסדרים במשק המדינה (תיקוני חקיקה) (מס' 3), התשנ""ב-1992",1992-04-07 00:00:00,1394,174,,3,
152832,12,"חוק לתיקון פקודת מס הכנסה (מס' 89), התשנ""ב-1992",1992-04-07 00:00:00,1394,177,,5,
153950,12,"חוק לתיקון פקודת מס הכנסה (מס' 90), התשנ""ב-1992",1992-04-07 00:00:00,1394,182,,2,
152874,12,"חוק למניעת מפגעים סביבתיים (תביעות אזרחיות), התשנ""ב-1992",1992-04-07 00:00:00,1394,184,,6,
153093,12,"חוק המפלגות, התשנ""ב-1992",1992-04-09 00:00:00,1395,190,,4,
153368,12,"חוק הבחירות לכנסת (תיקון מס' 26), התשנ""ב-1992",1992-04-09 00:00:00,1395,194,,4,
153135,12,"חוק הביקורת הפנימית, התשנ""ב-1992",1992-04-09 00:00:00,1395,198,,7,
174461,12,"חוק תגמולים לאסירי ציון ולבני משפחותיהם, התשנ""ב-1992",1992-04-09 00:00:00,1395,205,,6,
174390,12,"חוק ההתגוננות האזרחית (תיקון מס' 7), התשנ""ב-1992",1992-04-09 00:00:00,1395,211,,3,
152147,12,חוק-יסוד: הממשלה,1992-04-14 00:00:00,1396,214,,16,
174501,12,"חוק גנים לאומיים, שמורות טבע, אתרים לאומיים ואתרי הנצחה, התשנ""ב-1992",1992-04-15 00:00:00,1397,230,,1,"missing magazine, might be more pages"
153994,13,"חוק הרשות השניה לטלוויזיה ורדיו (תיקון מס' 4), התשנ""ב-1992",1992-08-04 00:00:00,1399,248,,2,
154101,13,"חוק להארכת תוקף של תקנות שעת חירום (אבטחת מוסדות חינוך), התשנ""ב-1992",1992-08-13 00:00:00,1400,250,,1,"missing magazine, might be more pages"
154102,13,"חוק חובת המכרזים (תיקון), התשנ""ב-1992",1992-08-13 00:00:00,1400,250,,1,"missing magazine, might be more pages"
154244,13,"חוק שחרור מינהלי (הוראת שעה) (תיקון), התשנ""ב-1992",1992-09-24 00:00:00,1402,254,,1,"page number restarted, might be more pages"
154243,13,"חוק רשות השידור (אישור תוקפן של אגרות רדיו וטלוויזיה), התשנ""ג-1992",1992-10-28 00:00:00,1403,2,,2,
154456,13,"חוק הלוואות לדיור (תיקון), התשנ""ג-1992",1992-12-23 00:00:00,1404,4,,2,
154448,13,"חוק לתיקון פקודת מס הכנסה (מס' 91), התשנ""ג-1992",1992-12-31 00:00:00,1405,6,,1,
157652,13,"חוק לפיצוי נפגעי עירוי דם (נגיף האיידס), התשנ""ג-1992",1992-12-31 00:00:00,1405,7,,3,
174396,13,"חוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב), התשנ""ג-1992",1993-01-07 00:00:00,1406,10,,11,
154449,13,"חוק התכנון והבנייה (תיקון מס' 36), התשנ""ג-1992",1993-01-07 00:00:00,1406,21,,1,
154466,13,"חוק חובת המכרזים (תיקון מס' 2), התשנ""ג-1992",1993-01-07 00:00:00,1407,22,,3.0,"more then 1 bill in page, split num pages between them"
154487,13,"חוק מס הכנסה (הוראת שעה), התשנ""ג-1992",1993-01-07 00:00:00,1407,22,,3.0,"more then 1 bill in page, split num pages between them"
157611,13,"חוק החומרים המסוכנים, התשנ""ג-1993",1993-01-14 00:00:00,1408,28,,11,
157608,13,"חוק לתיקון פקודת הרוקחים (מס' 2), התשנ""ג-1993",1993-01-14 00:00:00,1408,39,,5,
174380,13,"חוק פיצויים לנפגעי תאונות דרכים (תיקון מס' 9), התשנ""ג-1993",1993-01-20 00:00:00,1409,44,,2,
154489,13,"חוק הסדרים במשק המדינה (היטלים וארנונה) (תיקון מס' 3), התשנ""ג-1993",1993-01-27 00:00:00,1410,46,,0.5,"more then 1 bill in page, split num pages between them"
164307,13,"חוק לתיקון פקודת מניעת טרור (מס' 3), התשנ""ג-1993",1993-01-27 00:00:00,1410,46,,0.5,"more then 1 bill in page, split num pages between them"
154490,13,"חוק החברות הממשלתיות (תיקון מס' 3) (תיקון), התשנ""ג-1993",1993-01-27 00:00:00,1410,47,,0.5,"more then 1 bill in page, split num pages between them"
173934,13,"חוק הגנת השכר (תיקון מס' 18), התשנ""ג-1993",1993-01-27 00:00:00,1410,47,,0.5,"more then 1 bill in page, split num pages between them"
157720,13,"חוק איסור הפליית עיוורים המלווים בכלבי נחייה, התשנ""ג-1993",1993-01-27 00:00:00,1410,48,,2,
157600,13,"חוק השיפוט הצבאי (תיקון מס' 23), התשנ""ג-1993",1993-02-04 00:00:00,1411,50,,5,
157609,13,"חוק ההתגוננות האזרחית (תיקון מס' 8), התשנ""ג-1993",1993-02-04 00:00:00,1411,55,,1,
153940,13,"חוק רישום ציוד וגיוסו לצבא הגנה לישראל (תיקון מס' 2), התשנ""ג-1993",1993-02-04 00:00:00,1411,56,,2,
154373,13,"חוק הרשות השניה לטלוויזיה ורדיו (תיקון מס' 5), התשנ""ג-1993",1993-02-04 00:00:00,1412,58,,2,
154321,13,"חוק רציפות הדיון בהצעות חוק, התשנ""ג-1993",1993-02-11 00:00:00,1413,60,,2,
157613,13,"חוק ההסכם בדבר מעמדם של אנשי סגל ארצות הברית של אמריקה, התשנ""ג-1993",1993-02-18 00:00:00,1414,62,,19,
157594,13,"חוק יסודות התקציב (תיקון מס. 14), התשנ""ג-1993",1993-02-18 00:00:00,1414,81,,1,
154516,13,"חוק לתיקון פקודת מס הכנסה (מס' 92), התשנ""ג-1993",1993-02-18 00:00:00,1414,82,,4,
157607,13,"חוק לתיקון פקודת התעבורה (מס' 31), התשנ""ג-1993",1993-03-03 00:00:00,1415,86,,2,
157648,13,"חוק יסודות התקציב (תיקון מס. 16), התשנ""ג-1993",1996-03-05 00:00:00,1416,88,,1,
157605,13,"חוק רשות השידור (תיקון מס' 8), התשנ""ג-1993",1993-03-05 00:00:00,1416,89,,3,
157655,13,"חוק החברות הממשלתיות (תיקון מס' 6) (מינויים), התשנ""ג-1993",1993-03-26 00:00:00,1417,92,,5,
154515,13,"חוק לתיקון פקודת מס הכנסה (מס' 93), התשנ""ג-1993",1993-03-26 00:00:00,1417,97,,1,
154486,13,"חוק מס שבח מקרקעין (תיקון מס' 24), התשנ""ג-1993",1993-03-26 00:00:00,1417,98,,2,
154202,13,"חוק מבקר המדינה (תיקון מס' 18), התשנ""ג-1993",1993-03-31 00:00:00,1418,100,,0.3,"more then 1 bill in page, split num pages between them"
154726,13,"חוק מימון מפלגות (הוראת שעה), התשנ""ג-1993",1993-03-31 00:00:00,1418,100,,0.3,"more then 1 bill in page, split num pages between them"
154772,13,"חוק המפלגות (רישום מפלגות קיימות) (הוראת שעה), התשנ""ג-1993",1993-03-31 00:00:00,1418,100,,0.3,"more then 1 bill in page, split num pages between them"
154261,13,"חוק מס הכנסה (הטבות לחיילים משוחררים) (הוראת שעה) (תיקון מס' 3), התשנ""ג-1993",1993-03-31 00:00:00,1418,101,,0.5,"more then 1 bill in page, split num pages between them"
154782,13,"חוק הסדרים במשק המדינה (היטלים וארנונה) (תיקון מס' 4), התשנ""ג-1993",1993-03-31 00:00:00,1418,101,,0.5,"more then 1 bill in page, split num pages between them"
154599,13,"חוק למימון מבצע שלום הגליל (תיקון מס' 2), התשנ""ג-1993",1993-03-31 00:00:00,1418,102,,1,
154700,13,"חוק לתיקון פקודת בתי הסוהר (מס' 13) (שחרור מינהלי), התשנ""ג-1993",1993-03-31 00:00:00,1418,103,,2,
157598,13,"חוק לתיקון פקודת הרוקחים (מס' 3), התשנ""ג-1993",1993-03-31 00:00:00,1418,105,,1,
154206,13,"חוק לתיקון פקודת הכלבת (מס' 3), התשנ""ג-1993",1993-03-31 00:00:00,1418,106,,2,
154322,13,"חוק חובת המכרזים (תיקון מס' 3), התשנ""ג-1993",1993-05-14 00:00:00,1419,108,,4,
154090,13,"חוק הרשות לפיתוח הנגב (תיקון מס' 2), התשנ""ג-1993",1993-05-28 00:00:00,1420,112,,2,
154014,13,"חוק הרשויות המקומיות (בחירות - מעטפות הצבעה) (תיקוני חקיקה), התשנ""ג-1993",1993-05-31 00:00:00,1421,114,,2,
152945,13,"חוק איסוף ופינוי פסולת למיחזור, התשנ""ג-1993",1993-06-11 00:00:00,1422,116,,4,
154699,13,"חוק מילווה המדינה (תיקון מס' 10), התשנ""ג-1993",1993-06-18 00:00:00,1423,120,,1.0,"more then 1 bill in page, split num pages between them"
160698,13,"חוק משכן הכנסת ורחבתו (תיקון מס' 5), התשנ""ג-1993",1993-06-18 00:00:00,1423,120,,1.0,"more then 1 bill in page, split num pages between them"
154943,13,"חוק הסדרים במשק המדינה (היטלים וארנונה) (תיקון מס' 5), התשנ""ג-1993",1993-06-28 00:00:00,1424,122,,2,
154879,13,"חוק מס מקביל (תיקון מס' 11), התשנ""ג-1993",1993-07-15 00:00:00,1425,124,,2,
154513,13,"חוק לתיקון פקודת בתי הסוהר (מס' 14), התשנ""ג-1993",1993-07-15 00:00:00,1426,126,,4.0,"more then 1 bill in page, split num pages between them"
157610,13,"חוק הפיקוח על מוסדות לטיפול במשתמשים בסמים, התשנ""ג-1993",1993-07-15 00:00:00,1426,126,,4.0,"more then 1 bill in page, split num pages between them"
154025,13,"חוק דמי מחלה (היעדרות בשל מחלת ילד), התשנ""ג-1993",1993-07-22 00:00:00,1427,134,,0.5,"more then 1 bill in page, split num pages between them"
154105,13,"חוק הביטוח הלאומי (תיקון מס' 80), התשנ""ג-1993",1993-07-22 00:00:00,1427,134,,0.5,"more then 1 bill in page, split num pages between them"
157670,13,"חוק קופות החולים (איסור הגבלות), התשנ""ג-1993",1993-07-22 00:00:00,1427,135,,1.5,"more then 1 bill in page, split num pages between them"
159994,13,"חוק הרשויות המקומיות (בחירות) (הוראת שעה), התשנ""ג-1993",1993-07-22 00:00:00,1427,135,,1.5,"more then 1 bill in page, split num pages between them"
157668,13,"חוק הרשות לפיתוח הגליל, התשנ""ג 1993",1993-07-28 00:00:00,1428,138,,5,
170426,13,"חוק לתיקון פקודת בריאות העם (מס' 14), התשנ""ג-1993",1993-07-28 00:00:00,1428,143,,3,
165296,13,"חוק הרשויות המקומיות (מימון בחירות), התשנ""ג-1993",1993-07-30 00:00:00,1429,146,,11,
154429,13,"חוק הרשויות המקומיות (בחירות) (תיקון מס' 19), התשנ""ג-1993",1993-07-30 00:00:00,1429,157,,2.5,"more then 1 bill in page, split num pages between them"
154958,13,"חוק יסודות התקציב (תיקון מס. 17), התשנ""ג-1993",1993-07-30 00:00:00,1429,157,,2.5,"more then 1 bill in page, split num pages between them"
169065,13,"חוק החברות הממשלתיות (תיקון מס' 7), התשנ""ג-1993",1993-08-11 00:00:00,1430,162,,5,
154371,13,"חוק שעות עבודה ומנוחה (תיקון מס' 8), התשנ""ג-1993",1993-08-11 00:00:00,1430,167,,0.5,"more then 1 bill in page, split num pages between them"
154946,13,"חוק הגליל (הוראת שעה), התשנ""ג-1993",1993-08-11 00:00:00,1430,167,,0.5,"more then 1 bill in page, split num pages between them"
159993,13,"חוק הרשויות המקומיות (בחירות) (השבתת מוסדות חינוך) (הוראת שעה), התשנ""ג-1993",1993-08-11 00:00:00,1430,168,,2,
174525,13,"חוק המפלגות (תיקון מס' 4), התשנ""ג-1993",1993-08-13 00:00:00,1431,170,,4,
171581,13,"חוק הסדרת הלוואות חוץ בנקאיות, התשנ""ג-1993",1993-08-13 00:00:00,1431,174,,4,
165176,13,"חוק הסדרים במגזר החקלאי המשפחתי (תיקון), התשנ""ג-1993",1993-08-13 00:00:00,1431,178,,4,
154773,13,"חוק לעידוד המגזר העסקי (קליטת עובדים) (הוראת שעה) (תיקון מס' 3), התשנ""ג-1993",1993-08-13 00:00:00,1431,182,,4,
153567,13,"חוק הבנקאות (עמלת פרעון מוקדם) (הוראת שעה), התשנ""ג-1993",1993-08-13 00:00:00,1432,186,,1,
154171,13,"חוק הבזק (תיקון מס' 9), התשנ""ג-1993",1993-08-13 00:00:00,1432,187,,1,
154406,13,"חוק הגנת הצרכן (תיקון מס' 2), התשנ""ג-1993",1993-08-13 00:00:00,1432,188,,2,
174469,13,"חוק לתיקון פקודת מס הכנסה (מס' 94), התשנ""ג-1993",1993-08-27 00:00:00,1433,190,,24,
167305,13,"חוק גביית חובות (ביצוע צווי מאסר) (הוראת שעה) (תיקון), התשנ""ג-1993",1993-08-27 00:00:00,1433,214,,1,"page number restarted, might be more pages"
174551,13,"חוק הרשויות המקומיות (מימון בחירות) (תיקון), התשנ""ג-1993",1993-08-27 00:00:00,1433,214,,1,"page number restarted, might be more pages"
155042,13,"חוק הפיקוח על עסקי ביטוח (תיקון מס' 2), התשנ""ד-1993",1993-09-28 00:00:00,1434,2,,1,"missing magazine, might be more pages"
155171,13,"חוק הרשויות המקומיות (בחירות) (השבתת מוסדות חינוך) (הוראת שעה) (תיקון), התשנ""ד-1993",1993-10-28 00:00:00,1436,6,,2,
160596,13,"חוק הליכי תכנון ובנייה (הוראת שעה) (תיקון מס' 4), התשנ""ד-1993",1993-10-31 00:00:00,1437,8,,2,
155115,13,"חוק המניות הבנקאיות שבהסדר (הוראת שעה), התשנ""ד-1993",1993-10-31 00:00:00,1438,10,,12,
154265,13,"חוק הביטוח הלאומי (תיקון מס' 81), התשנ""ד-1993",1993-11-15 00:00:00,1439,22,,1.0,"more then 1 bill in page, split num pages between them"
154271,13,"חוק קופת חולים (איסור הגבלות) (תיקון), התשנ""ד-1993",1993-11-15 00:00:00,1439,22,,1.0,"more then 1 bill in page, split num pages between them"
154797,13,"חוק רואי חשבון (תיקון מס' 5) (אגרה שנתית), התשנ""ד-1993",1993-11-21 00:00:00,1440,24,,0.5,"more then 1 bill in page, split num pages between them"
155040,13,"חוק הנוטריונים (תיקון מס' 5) (אגרה שנתית), התשנ""ד-1993",1993-11-21 00:00:00,1440,24,,0.5,"more then 1 bill in page, split num pages between them"
174448,13,"חוק חובת המכרזים (תיקון מס' 4), התשנ""ד-1993",1993-11-21 00:00:00,1440,25,,1,
154099,13,"חוק לתיקון פקודת התעבורה (מס' 32) (הסדר חניה ארצי), התשנ""ד-1993",1993-11-21 00:00:00,1440,26,,2,
154445,13,"חוק חניה לנכים, התשנ""ד-1993",1993-12-02 00:00:00,1441,28,,1,
154254,13,"חוק ערי ואזורי פיתוח (תיקון מס' 2), התשנ""ד-1993",1993-12-02 00:00:00,1441,29,,3,
154502,13,"חוק ראש הרשות המקומית (הצהרת הון), התשנ""ד-1993",1993-12-09 00:00:00,1442,32,,0.5,"more then 1 bill in page, split num pages between them"
173898,13,"חוק מימון מפלגות (הוראת שעה) (תיקון), התשנ""ד-1993",1993-12-09 00:00:00,1442,32,,0.5,"more then 1 bill in page, split num pages between them"
154744,13,"חוק דמי מחלה (היעדרות בשל מחלת הורה), התשנ""ד-1993",1993-12-09 00:00:00,1442,33,,1,
154139,13,"חוק מס ערך מוסף (תיקון מס' 11), התשנ""ד-1993",1993-12-09 00:00:00,1442,34,,2,
155072,13,"חוק רשות הדואר (תיקון מס' 5), התשנ""ד-1993",1993-12-21 00:00:00,1443,36,,2,
155297,13,"חוק להארכת תוקף של תקנות שעת חירום (יהודה והשומרון- שיפוט בעבירות ועזרה משפטית), התשנ""ד-1993",1993-12-31 00:00:00,1444,38,,0.5,"more then 1 bill in page, split num pages between them"
159960,13,"חוק מבקר המדינה (תיקון מס' 19), התשנ""ד-1993",1993-12-31 00:00:00,1444,38,,0.5,"more then 1 bill in page, split num pages between them"
166738,13,"חוק רשות הדואר (תיקון מס' 6), התשנ""ד-1994",1993-12-31 00:00:00,1444,39,,3,
173045,13,"חוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב), התשנ""ד-1994",1994-01-09 00:00:00,1445,42,,12,
154831,13,"חוק יום הזכרון לחללי מערכות ישראל (תיקון מס' 3), התשנ""ד-1994",1994-01-13 00:00:00,1446,54,,2,
152477,13,"חוק צער בעלי חיים, התשנ""ד-1994",1994-01-18 00:00:00,1447,56,,6,
154683,13,"חוק רואי חשבון (תיקון מס' 6), התשנ""ד-1994",1994-01-27 00:00:00,1448,62,,0.7,"more then 1 bill in page, split num pages between them"
159959,13,"חוק מבקר המדינה (הוראת שעה) (קיצור מועדים), התשנ""ד-1994",1994-01-27 00:00:00,1448,62,,0.7,"more then 1 bill in page, split num pages between them"
160111,13,"חוק מימון מפלגות (תיקון מס' 14), התשנ""ד-1994",1994-01-27 00:00:00,1448,62,,0.7,"more then 1 bill in page, split num pages between them"
155386,13,"חוק הרשויות המקומיות (מימון בחירות) (הוראת שעה), התשנ""ד-1994",1994-02-03 00:00:00,1449,64,,2,
157606,13,"חוק שירות המדינה (מינויים) (תיקון מס' 6), התשנ""ד-1994",1994-02-09 00:00:00,1450,66,,0.5,"more then 1 bill in page, split num pages between them"
167394,13,"חוק לתיקון פקודת המשטרה (מס' 12), התשנ""ד-1994",1994-02-09 00:00:00,1450,66,,0.5,"more then 1 bill in page, split num pages between them"
154666,13,"חוק הפסיכולוגים (תיקון), התשנ""ד-1994",1994-02-09 00:00:00,1450,67,,1.5,"more then 1 bill in page, split num pages between them"
155413,13,"חוק היטלי סחר (תיקון), התשנ""ד-1994",1994-02-09 00:00:00,1450,67,,1.5,"more then 1 bill in page, split num pages between them"
154644,13,"חוק רשות השידור (הוראת שעה), התשנ""ד-1994",1994-02-23 00:00:00,1451,70,,1,
157596,13,"חוק הסעה בטיחותית לילדים נכים, התשנ""ד-1994",1994-02-23 00:00:00,1451,71,,3,
155246,13,"חוק לתיקון פקודת מס הכנסה (תיקון מס' 92) (תיקון), התשנ""ד-1994",1994-03-02 00:00:00,1452,74,,0.5,"more then 1 bill in page, split num pages between them"
155539,13,"חוק לתיקון פקודת מס הכנסה (מס' 97), התשנ""ד-1994",1994-03-02 00:00:00,1452,74,,0.5,"more then 1 bill in page, split num pages between them"
155578,13,"חוק ניירות ערך (תיקון מס' 13), התשנ""ד-1994",1994-03-02 00:00:00,1452,75,,1,
155247,13,"חוק לתיקון פקודת זכיונות החשמל (מס' 3), התשנ""ד-1994",1994-03-02 00:00:00,1452,76,,1,
154472,13,"חוק מימון מפלגות (תיקון מס' 15), התשנ""ד-1994",1994-03-02 00:00:00,1452,77,,1,
154811,13,"חוק הרשות השניה לטלוויזיה ורדיו (תיקון מס' 6), התשנ""ד-1994",1994-03-02 00:00:00,1452,78,,4,
155071,13,"חוק שירות המדינה (משמעת) (תיקון מס' 9), התשנ""ד-1994",1994-03-10 00:00:00,1453,82,,2.5,"more then 1 bill in page, split num pages between them"
155667,13,"חוק לשכת עורכי הדין (התמחות) (הוראת שעה), התשנ""ד-1994",1994-03-10 00:00:00,1453,82,,2.5,"more then 1 bill in page, split num pages between them"
155490,13,"חוק חסינות חברי הכנסת, זכויותיהם וחובותיהם (תיקון מס' 16), התשנ""ד-1994",1994-03-10 00:00:00,1453,87,,3,
155642,13,"חוק-יסוד: חופש העיסוק [מתשנ""ד]",1994-03-10 00:00:00,1454,90,,1,
154664,13,"חוק הביטוח הלאומי (תיקון מס' 84), התשנ""ד-1994",1994-03-10 00:00:00,1454,91,,0.5,"more then 1 bill in page, split num pages between them"
157709,13,"חוק הביטוח הלאומי (תיקון מס' 83), התשנ""ד-1994",1994-03-10 00:00:00,1454,91,,0.5,"more then 1 bill in page, split num pages between them"
154421,13,"חוק משפחות חד-הוריות (תיקון), התשנ""ד-1994",1994-03-10 00:00:00,1454,92,,2,
155332,13,"חוק איסור הלנה (תיקוני חקיקה - הוראות שעה), התשנ""ד-1994",1994-03-17 00:00:00,1455,94,,1,
155294,13,"חוק הביטוח הלאומי (תיקון מס' 85), התשנ""ד-1994",1994-03-17 00:00:00,1455,95,,1,
174554,13,"חוק קרנות פנסיה (קרנות חדשות) (הוראת שעה), התשנ""ד-1994",1994-03-17 00:00:00,1455,96,,2,
160597,13,"חוק התכנון והבנייה (תיקון מס' 37), התשנ""ד-1994",1994-03-22 00:00:00,1456,98,,5,
155580,13,"חוק לעידוד השקעות הון (תיקון מס' 39) (תיקון מס' 3), התשנ""ד-1994",1994-03-22 00:00:00,1456,103,,1,
155773,13,"חוק יבוא בשר קפוא, התשנ""ד-1994",1994-03-22 00:00:00,1456,104,,2,
155046,13,"חוק הבנקאות (רישוי) (תיקון מס' 9), התשנ""ד-1994",1994-03-24 00:00:00,1457,106,,2,
174424,13,"חוק לפיצוי נפגעי עירוי דם (נגיף האיידס) (תיקון), התשנ""ד-1994",1994-03-24 00:00:00,1457,108,,2,
154480,13,"חוק מכוני כושר (רישוי ופיקוח), התשנ""ד-1994",1994-03-24 00:00:00,1457,110,,2.0,"more then 1 bill in page, split num pages between them"
154538,13,"חוק הספורט (תיקון מס' 2), התשנ""ד-1994",1994-03-24 00:00:00,1457,110,,2.0,"more then 1 bill in page, split num pages between them"
157707,13,"חוק מימון מפלגות (תיקון מס' 16), התשנ""ד-1994",1994-03-24 00:00:00,1458,114,,8,
155295,13,"חוק הרשויות המקומיות (בחירת ראש הרשות וסגניו וכהונתם) (תיקון מס' 9), התשנ""ד-1994",1994-03-24 00:00:00,1459,122,,0.5,"more then 1 bill in page, split num pages between them"
155772,13,"חוק חובת המכרזים (תיקון מס' 5), התשנ""ד-1994",1994-03-24 00:00:00,1459,122,,0.5,"more then 1 bill in page, split num pages between them"
155000,13,"חוק התכנון והבנייה (תיקון מס' 38), התשנ""ד-1994",1994-03-24 00:00:00,1459,123,,3.5,"more then 1 bill in page, split num pages between them"
155221,13,"חוק זכיון ים המלח (תכנון ובנייה) (הוראות שעה לעבודות מסוימות), התשנ""ד-1994",1994-03-24 00:00:00,1459,123,,3.5,"more then 1 bill in page, split num pages between them"
154878,13,"חוק קרן גרמניה-ישראל למחקר ופיתוח מדעי, התשנ""ד-1994",1994-03-25 00:00:00,1460,130,,2,
154135,13,"חוק קליטת חיילים משוחררים, התשנ""ד-1994",1994-04-28 00:00:00,1461,132,,8,
155120,13,"חוק הכנסת (מספר חברים בוועדות), התשנ""ד-1994",1994-05-04 00:00:00,1462,140,,2,
155894,13,"חוק מבקר המדינה (הוראת שעה), התשנ""ד-1994",1994-05-12 00:00:00,1463,142,,2,
155458,13,"חוק לעידוד טוהר המידות בשירות הציבור (תיקון), התשנ""ד-1994",1994-05-19 00:00:00,1464,144,,0.7,"more then 1 bill in page, split num pages between them"
155659,13,"חוק מבקר המדינה (תיקון מס' 21), התשנ""ד-1994",1994-05-19 00:00:00,1464,144,,0.7,"more then 1 bill in page, split num pages between them"
155692,13,"חוק מבקר המדינה (תיקון מס' 20), התשנ""ד-1994",1994-05-19 00:00:00,1464,144,,0.7,"more then 1 bill in page, split num pages between them"
154500,13,"חוק מס שבח מקרקעין (תיקון מס' 26), התשנ""ד-1994",1994-06-09 00:00:00,1465,146,,0.3,"more then 1 bill in page, split num pages between them"
155874,13,"חוק הליכי תכנון ובנייה (הוראת שעה) (תיקון מס' 5), התשנ""ד-1994",1994-06-09 00:00:00,1465,146,,0.3,"more then 1 bill in page, split num pages between them"
155970,13,"חוק גביית חובות (ביצוע צווי מאסר) (תיקון מס' 2), התשנ""ד-1994",1994-06-09 00:00:00,1465,146,,0.3,"more then 1 bill in page, split num pages between them"
155443,13,"חוק רישום שיכונים ציבוריים (הוראת שעה) (תיקון מס' 3), התשנ""ד-1994",1994-06-09 00:00:00,1465,147,,1.5,"more then 1 bill in page, split num pages between them"
157599,13,"חוק הביטוח הלאומי (תיקון מס' 87), התשנ""ד-1994",1994-06-09 00:00:00,1465,147,,1.5,"more then 1 bill in page, split num pages between them"
157703,13,"חוק תחנת הכוח תל-אביב (ביטול), התשנ""ד-1994",1994-06-09 00:00:00,1466,150,,2,
155169,13,"חוק לתיקון פקודת הרופאים (מס' 2), התשנ""ד-1994",1994-06-23 00:00:00,1467,152,,1.0,"more then 1 bill in page, split num pages between them"
155658,13,"חוק מבקר המדינה (הוראת שעה), התשנ""ד-1994",1994-06-23 00:00:00,1467,152,,1.0,"more then 1 bill in page, split num pages between them"
155102,13,"חוק הבנקאות (שירות ללקוח) (תיקון מס' 2), התשנ""ד-1994",1994-06-23 00:00:00,1468,154,,2,
157723,13,"חוק ביטוח בריאות ממלכתי, התשנ""ד-1994",1994-06-26 00:00:00,1469,156,,60,
158399,13,"חוק אזורים חופשיים לייצור בישראל, התשנ""ד-1994",1994-06-30 00:00:00,1470,216,,19,
154418,13,"חוק ההוצאה לפועל (תיקון מס' 14), התשנ""ד-1994",1994-06-30 00:00:00,1470,235,,1,
154704,13,"חוק בתי קברות צבאיים (תיקון מס' 2), התשנ""ד-1994",1994-06-30 00:00:00,1470,236,,4,
157748,13,"חוק לתיקון דיני הרשויות המקומיות (מועצה או ועדה ממונה), התשנ""ד-1994",1994-07-08 00:00:00,1471,240,,1,
155347,13,"חוק הרשויות המקומיות (ערר על קביעת ארנונה כללית) (תיקון מס' 4), התשנ""ד-1994",1994-07-08 00:00:00,1471,241,,1,
154735,13,"חוק התכנון והבנייה (תיקון מס' 39), התשנ""ד-1994",1994-07-08 00:00:00,1471,242,,2,
156139,13,"חוק חובת המכרזים (תיקון מס' 6), התשנ""ד-1994",1994-07-08 00:00:00,1472,244,,0.3,"more then 1 bill in page, split num pages between them"
157737,13,"חוק לימוד חובה (תיקון מס' 20), התשנ""ד-1994",1994-07-08 00:00:00,1472,244,,0.3,"more then 1 bill in page, split num pages between them"
174475,13,"חוק המקרקעין (תיקון מס' 15), התשנ""ד-1994",1994-07-08 00:00:00,1472,244,,0.3,"more then 1 bill in page, split num pages between them"
154574,13,"חוק רשות השידור (תיקון מס' 9), התשנ""ד-1994",1994-07-08 00:00:00,1472,245,,0.5,"more then 1 bill in page, split num pages between them"
165987,13,"חוק לימוד חובה (תיקון מס' 21), התשנ""ד-1994",1994-07-08 00:00:00,1472,245,,0.5,"more then 1 bill in page, split num pages between them"
159947,13,"חוק הביטוח הלאומי (תיקון מס' 89), התשנ""ד-1994",1994-07-08 00:00:00,1472,246,,1.0,"more then 1 bill in page, split num pages between them"
167111,13,"חוק הביטוח הלאומי (תיקון מס' 88), התשנ""ד-1994",1994-07-08 00:00:00,1472,246,,1.0,"more then 1 bill in page, split num pages between them"
154089,13,"חוק המועצות האזוריות (מועד בחירות כלליות), התשנ""ד-1994",1994-07-15 00:00:00,1473,248,,4,
155774,13,"חוק הגנת הצרכן (תיקון מס' 3), התשנ""ד-1994",1994-07-22 00:00:00,1474,252,,1,
157753,13,"חוק מס רכוש וקרן פיצויים (תיקון מס' 25), התשנ""ד-1994",1994-07-22 00:00:00,1474,253,,1,
155286,13,"חוק לתיקון סדרי המינהל (החלטות והנמקות) (תיקון מס' 2), התשנ""ד-1994",1994-07-22 00:00:00,1474,254,,2,
154189,13,"חוק הסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי תקציב) (תיקון מס' 2), התשנ""ד-1994",1994-07-28 00:00:00,1475,256,,2.0,"more then 1 bill in page, split num pages between them"
155775,13,"חוק לצמצום ממדי העוני והפערים בהכנסות (תיקוני חקיקה), התשנ""ד-1994",1994-07-28 00:00:00,1475,256,,2.0,"more then 1 bill in page, split num pages between them"
155154,13,"חוק דמי מחלה (היעדרות בשל מחלת ילד) (תיקון), התשנ""ד-1994",1994-07-28 00:00:00,1475,260,,0.5,"more then 1 bill in page, split num pages between them"
155833,13,"חוק מבקר המדינה (תיקון מס' 22), התשנ""ד-1994",1994-07-28 00:00:00,1475,260,,0.5,"more then 1 bill in page, split num pages between them"
155177,13,"חוק לתיקון פקודת העיריות (מס' 49), התשנ""ד-1994",1994-07-28 00:00:00,1475,261,,0.5,"more then 1 bill in page, split num pages between them"
